Country,Rater_id,Dish name,Model,Generation_count,Would you associate the dish_name with your home and/or culture?,How familiar are you with the dish_name?,Is this an image of food?,Is this an image of the dish_name,Please rate quality of the image,"In your opinion, how closely does this image match what you’d expect an image of the dish_name to be?",Please provide an explanation for your answer ( especially important if the image doesn't resemble the dish in question),What do you see in the image? ( if this is not an image of food you can submit the form after answering this question),Please check any of the below that apply; presentation of the dish,Please check any of the below that apply; utensils,Please check any of the below that apply; background,Please check any of the below that apply; others,Familiarity_level,Image_match,Good_quality,Gross,Vomit,Disgusting,Rotten,Ugly,Burnt,Burned,Unappealing,Poop,Dung,Stale,Trash,Dirt,Horrible,Hideous,Unappetising,Disturbing,Unappetising_combined
South Africa,5,873 : Diphaphatha,Dalle2,3.0,Yes,"Very familiar, I eat this dish regularly",Yes,No,4.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,This does not look like flat bread ,,,The utensils are correct,The dish is shown served in a setting that I would expect,,Very familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South Africa,5,874 : Pap,Dalle2,3.0,Yes,"Very familiar, I eat this dish regularly",Yes,No,5.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,"We expect a firm white porridge, we don't see that here",,,,,,Very familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South Africa,5,874 : Phuthu,Dalle2,3.0,Yes,"Very familiar, I eat this dish regularly",No,,4.0,,,"I can't tell, the setting also does not make sense i.e. there are clay pots on charcoals ",,,,,Very familiar,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South Africa,5,875 : Mashonzha,Dalle2,3.0,Yes,"Very familiar, I eat this dish regularly",No,,5.0,,,they look like small rocks/ balls,,,,,Very familiar,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South Africa,5,876 : 3 bean salad,Dalle2,3.0,Yes,"Very familiar, I eat this dish regularly",Yes,Yes,5.0,This is the dish but there are some components added that should not be there,The dish has to have 3 different types of beans and this only has 1,,The dish is shown served in a way that I’m used to,The utensils are correct,The dish is shown served in a setting that I would expect,,Very familiar,"Resembles the dish, but has unexpected components",Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South Africa,5,95: Sphatlo,Dalle2,3.0,Yes,"Very familiar, I eat this dish regularly",Yes,No,5.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,"We expect to see a quarter slice of white bread with fries, polony, lettuce/fried egg and sausages in the middle. This dish does not resemble that at all",,,,The dish is shown served in a setting that I would not expect,,Very familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South Africa,7,116 : Biltong,Dalle2,3.0,Yes,"Very familiar, I eat this dish regularly",Yes,Yes,3.0,"The image resembles the dish_name, but it is not what I’d expect",,,The image sort of looks like the {dish_name} but it’s not quite right,,,,Very familiar,"Resembles the dish, but defies expectations",Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South Africa,7,120 : Cape Malay Curry,Dalle2,3.0,No,"Very familiar, I eat this dish regularly",Yes,Yes,5.0,"Very close, it looks real–the image looks exactly like the dish_name",,,The image sort of looks like the {dish_name} but it’s not quite right,There should be utensils,,,Very familiar,Looks exactly like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South Africa,7,122 : Malva Pudding,Dalle2,3.0,Yes,"Very familiar, I eat this dish regularly",Yes,Yes,4.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,,,The dish is shown served in a way that I’m used to,The utensils are correct,,,Very familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South Africa,7,126 : Bunny chow,Dalle2,3.0,No,"Very familiar, I eat this dish regularly",Yes,Yes,5.0,"The image resembles the dish_name, but it is not what I’d expect",bread should be hollowed out,,"The image sort of looks like the {dish_name} but it’s not quite right, The dish is shown served on plate but it is not typically eaten on a plate",,The dish is in an indoor setting,,Very familiar,"Resembles the dish, but defies expectations",Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South Africa,7,136 : Chakalaka,Dalle2,3.0,Yes,"Very familiar, I eat this dish regularly",Yes,No,5.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,"too many components, no chakalaka which is chopped vegetables in a sauce format",,,,The dish is in an outdoor setting,,Very familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South Africa,7,137 : Mango Atchar,Dalle2,3.0,Yes,"Very familiar, I eat this dish regularly",Yes,Yes,5.0,"The image resembles the dish_name, but it is not what I’d expect",,,The image sort of looks like the {dish_name} but it’s not quite right,The utensils are correct,,,Very familiar,"Resembles the dish, but defies expectations",Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South Africa,7,163 : Potjiekos,Dalle2,3.0,Yes,"Very familiar, I eat this dish regularly",Yes,Yes,4.0,"The image resembles the dish_name, but it is not what I’d expect",The pot is not quite right,,The image sort of looks like the {dish_name} but it’s not quite right,,"The dish is shown served in a setting that I would expect, The dish is in an outdoor setting",,Very familiar,"Resembles the dish, but defies expectations",Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South Africa,7,27 : Koeksister,Dalle2,3.0,Yes,"Very familiar, I eat this dish regularly",Yes,Yes,5.0,"Very close, it looks real–the image looks exactly like the dish_name",Almost right - just needs the syrupy glaze,,The dish is shown served in a way that I’m used to,,The dish is in an outdoor setting,,Very familiar,Looks exactly like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South Africa,7,419 : Pap and boerewors,Dalle2,3.0,Yes,"Very familiar, I eat this dish regularly",Yes,Yes,5.0,"The image misses key components of the dish, only some minor ingredients are present",,,"The image sort of looks like the {dish_name} but it’s not quite right, The dish is shown served in a way that I’m used to",,,,Very familiar,"Resembles the dish, but has unexpected components",Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South Africa,7,572 : Vetkoek,Dalle2,3.0,Yes,"Very familiar, I eat this dish regularly",Yes,Yes,5.0,"The image resembles the dish_name, but it is not what I’d expect",,,"The image sort of looks like the {dish_name} but it’s not quite right, The dish is shown served in a way that I’m used to",,The dish is in an indoor setting,,Very familiar,"Resembles the dish, but defies expectations",Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South Africa,7,576 : Koffiekoekies,Dalle2,3.0,Yes,"Very familiar, I eat this dish regularly",Yes,No,5.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,The biscuits are completely wrong,,The dish is shown served in a way that I’m used to,,The dish is in an outdoor setting,,Very familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South Africa,7,585 : Smoorsnoek,Dalle2,3.0,Yes,"Very familiar, I eat this dish regularly",No,,3.0,,,This looks like chopped up wood,,,,,Very familiar,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South Africa,7,699 : Babotie,Dalle2,3.0,No,"Very familiar, I eat this dish regularly",Yes,No,5.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,This looks like baked bread,,The dish is shown served in a way that I’m used to,There should be utensils,,,Very familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South Africa,7,754 : Hlako,Dalle2,3.0,No,"Somewhat familiar, I looked it up or asked someone",Yes,No,5.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,this is mashed onions,,The dish is shown served in a way that I’m used to,,The dish is in an outdoor setting,,Somewhat familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South Africa,7,767 : umngqusho neembotyi,Dalle2,3.0,No,"Somewhat familiar, I looked it up or asked someone",Yes,No,5.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,,,The dish is shown served in a way that I’m used to,There should be utensils,,,Somewhat familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South Africa,7,777 : Umvubo,Dalle2,3.0,No,"Somewhat familiar, I looked it up or asked someone",Yes,No,5.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,bowls of unrecognisable foods,,,,The dish is in an outdoor setting,,Somewhat familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South Africa,7,781 : Ledombolo,Dalle2,3.0,Yes,"Somewhat familiar, I looked it up or asked someone",Yes,No,5.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,These are vegetables in a mortar ,,,,,,Somewhat familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South Africa,7,81 : Melktert,Dalle2,3.0,Yes,"Very familiar, I eat this dish regularly",Yes,No,5.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,,,The dish is shown served in a way that I’m used to,There should be utensils,The dish is in an outdoor setting,,Very familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South Africa,7,813 : Morogo wa Thelele,Dalle2,3.0,No,"Somewhat familiar, I looked it up or asked someone",Yes,No,3.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,Mixture of tomatoes and onions,,,,,,Somewhat familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South Africa,7,816 : Menotlwana le malana,Dalle2,3.0,No,"Somewhat familiar, I looked it up or asked someone",Yes,No,5.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,some kind of vegetables,,The dish is shown served in a way that I’m used to,,,,Somewhat familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South Africa,7,817 : Nama ya hlogo,Dalle2,3.0,No,"Somewhat familiar, I looked it up or asked someone",Yes,Yes,5.0,"The image resembles the dish_name, but it is not what I’d expect",,,The image sort of looks like the {dish_name} but it’s not quite right,,The dish is in an outdoor setting,,Somewhat familiar,"Resembles the dish, but defies expectations",Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South Africa,7,825 : Ting ya mabele,Dalle2,3.0,No,"Somewhat familiar, I looked it up or asked someone",Yes,No,5.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,,,The dish is shown served in a way that I’m used to,,,,Somewhat familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South Africa,7,827 : Mala mogodu,Dalle2,3.0,No,"Somewhat familiar, I looked it up or asked someone",Yes,No,5.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,,,The dish is shown served in a way that I’m used to,,The dish is in an outdoor setting,,Somewhat familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South Africa,7,847 : Ditloo,Dalle2,3.0,No,"Somewhat familiar, I looked it up or asked someone",Yes,No,4.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,This is bread with raw vegetables,,,There should be utensils,The dish is shown served on a weird background,,Somewhat familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South Africa,7,873 : Diphaphatha,Dalle2,3.0,No,"Somewhat familiar, I looked it up or asked someone",Yes,Yes,5.0,"Very close, it looks real–the image looks exactly like the dish_name",,,The image sort of looks like the {dish_name} but it’s not quite right,,The dish is in an outdoor setting,,Somewhat familiar,Looks exactly like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South Africa,7,874 : Pap,Dalle2,3.0,Yes,"Very familiar, I eat this dish regularly",No,,5.0,,,Two clay pots,,,,,Very familiar,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South Africa,7,874 : Phuthu,Dalle2,3.0,Yes,"Somewhat familiar, I looked it up or asked someone",Yes,No,5.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,"phuthu is vegetarian, this has meat",,,,"The image has one or more people in it and I can see their face(s), The dish is in an outdoor setting",,Somewhat familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South Africa,7,875 : Mashonzha,Dalle2,3.0,No,"Somewhat familiar, I looked it up or asked someone",Yes,No,4.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,Unrecognisable balls of mash,,The dish should be served on plate but it is not shown on a plate here,,,,Somewhat familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South Africa,7,876 : 3 bean salad,Dalle2,3.0,Yes,"Very familiar, I eat this dish regularly",Yes,Yes,5.0,"Very close, it looks real–the image looks exactly like the dish_name",,,The dish is shown served in a way that I’m used to,The utensils are correct,,,Very familiar,Looks exactly like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South Africa,7,95: Sphatlo,Dalle2,3.0,No,"Very familiar, I eat this dish regularly",Yes,No,5.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,Assortment of unrecognisable foods,,The dish is shown served on plate but it is not typically eaten on a plate,,,,Very familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South Africa,8,813 : Morogo wa Thelele,Dalle2,3.0,Yes,Not familiar at all,No,,1.0,,,,,,,,Not familiar,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South Africa,1,116 : Biltong,Dalle3,3.0,Yes,"Very familiar, I eat this dish regularly",No,,2.0,,,Looks like drawing ,,,,,Very familiar,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South Africa,1,120 : Cape Malay Curry,Dalle3,3.0,No,"Somewhat familiar, I looked it up or asked someone",Yes,No,4.0,"The image resembles the dish_name, but it is not what I’d expect",Looks more like chicken thighs ,,The image sort of looks like the {dish_name} but it’s not quite right,There should be utensils,The dish is shown served in a setting that I would expect,Looks yummy 😋 ,Somewhat familiar,"Resembles the dish, but defies expectations",Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South Africa,1,122 : Malva Pudding,Dalle3,3.0,Yes,"Very familiar, I eat this dish regularly",Yes,Yes,4.0,"Very close, it looks real–the image looks exactly like the dish_name",,,The dish is shown served in a way that I’m used to,There should be utensils,The dish is shown served in a setting that I would expect,Image looks fine ,Very familiar,Looks exactly like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South Africa,1,126 : Bunny chow,Dalle3,3.0,No,Not familiar at all,No,,1.0,,,Looks more like a brick,,,,,Not familiar,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South Africa,1,136 : Chakalaka,Dalle3,3.0,Yes,"Very familiar, I eat this dish regularly",Yes,Yes,4.0,"Very close, it looks real–the image looks exactly like the dish_name",,,The dish is shown served in a way that I’m used to,There should be utensils,The dish is shown served in a setting that I would expect,Looks ok,Very familiar,Looks exactly like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South Africa,1,137 : Mango Atchar,Dalle3,3.0,Yes,"Very familiar, I eat this dish regularly",No,,5.0,,,It's just ripped mangoes and peri peri,,,,,Very familiar,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South Africa,1,163 : Potjiekos,Dalle3,3.0,No,"Somewhat familiar, I looked it up or asked someone",Yes,Yes,3.0,"Very close, it looks real–the image looks exactly like the dish_name",,,The dish is shown served in a way that I’m used to,There should be no utensils,The dish is shown served in a setting that I would expect,Looks ok,Somewhat familiar,Looks exactly like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South Africa,1,27 : Koeksister,Dalle3,3.0,Yes,"Somewhat familiar, I looked it up or asked someone",Yes,Yes,3.0,"The image resembles the dish_name, but it is not what I’d expect",,,The image sort of looks like the {dish_name} but it’s not quite right,There should be no utensils,The dish is shown served in a setting that I would expect,Looks ok,Somewhat familiar,"Resembles the dish, but defies expectations",Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South Africa,1,419 : Pap and boerewors,Dalle3,3.0,Yes,"Very familiar, I eat this dish regularly",Yes,Yes,4.0,"Very close, it looks real–the image looks exactly like the dish_name",Looks like dish ,,The dish should be served on plate but it is not shown on a plate here,There should be no utensils,The dish is shown served in a setting that I would expect,Look ok,Very familiar,Looks exactly like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South Africa,1,572 : Vetkoek,Dalle3,3.0,Yes,"Very familiar, I eat this dish regularly",Yes,Yes,3.0,"The image resembles the dish_name, but it is not what I’d expect",Looks more of bread (dombolo) ,,The image sort of looks like the {dish_name} but it’s not quite right,There should be no utensils,The dish is shown served in a setting that I would expect,Looks OK but more of bread ,Very familiar,"Resembles the dish, but defies expectations",Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South Africa,1,573 : Mrs. Ball's Chutney,Dalle3,3.0,Yes,"Somewhat familiar, I looked it up or asked someone",Yes,Yes,3.0,"The image resembles the dish_name, but it is not what I’d expect",I would not expect a lot of it in a plate ,,The image sort of looks like the {dish_name} but it’s not quite right,The utensils are correct,,Image looks ok,Somewhat familiar,"Resembles the dish, but defies expectations",Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South Africa,1,576 : Koffiekoekies,Dalle3,3.0,Yes,"Very familiar, I eat this dish regularly",No,,1.0,,,Looks like drawing ,,,,,Very familiar,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South Africa,1,585 : Smoorsnoek,Dalle3,3.0,No,Not familiar at all,Yes,Yes,3.0,"Very close, it looks real–the image looks exactly like the dish_name",The image looks fine but there needs to be more traditional dishes in the background and maybe a little bit of some lemon if it should be there. ,,The dish is shown served in a way that I’m used to,The utensils are incorrect,The dish is shown served in a setting that I would expect,"The image is fine, though other food in the background are cropped ",Not familiar,Looks exactly like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South Africa,1,699 : Babotie,Dalle3,3.0,No,"Somewhat familiar, I looked it up or asked someone",No,,1.0,,,Looks like logo,,,,,Somewhat familiar,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South Africa,1,754 : Hlako,Dalle3,3.0,Yes,"Very familiar, I eat this dish regularly",Yes,No,2.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,There's not even a single picture of Hlako there,,The dish looks weird ,There should be no utensils,The dish is shown served on a weird background,This image looks disturbing,Very familiar,Does not look like the dish,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
South Africa,1,767 : umngqusho neembotyi,Dalle3,3.0,Yes,"Very familiar, I eat this dish regularly",Yes,No,3.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,Doesn't look like the dish,,This looks more of rice and beans than the dish ,There should be utensils,The dish is shown served in a setting that I would not expect,Does not look good ,Very familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South Africa,1,777 : Umvubo,Dalle3,3.0,No,"Somewhat familiar, I looked it up or asked someone",No,,2.0,,,Only looks like veges ,,,,,Somewhat familiar,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South Africa,1,781 : Ledombolo,Dalle3,3.0,Yes,"Very familiar, I eat this dish regularly",Yes,Yes,4.0,"Very close, it looks real–the image looks exactly like the dish_name",,,The dish is shown served in a way that I’m used to,The utensils are incorrect,The dish is shown served in a setting that I would expect,Looks OK. There just need to be knife to cut it,Very familiar,Looks exactly like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South Africa,1,81 : Melktert,Dalle3,3.0,No,"Somewhat familiar, I looked it up or asked someone",Yes,Yes,4.0,"Very close, it looks real–the image looks exactly like the dish_name",I'm not sure about the egg there,,The dish is shown served in a way that I’m used to,There should be no utensils,The dish is shown served in a setting that I would expect,Looks nice ,Somewhat familiar,Looks exactly like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South Africa,1,813 : Morogo wa Thelele,Dalle3,3.0,Yes,"Very familiar, I eat this dish regularly",Yes,No,2.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,Looks like a completely something different ,,Does not look like morogo wa thelele at all,There should be no utensils,The dish is shown served in a setting that I would not expect,Totally different dish,Very familiar,Does not look like the dish,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South Africa,1,816 : Menotlwana le malana,Dalle3,3.0,Yes,"Very familiar, I eat this dish regularly",Yes,Yes,1.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,This looks like mangwinya (fat cookies) ,,This is not the dish at all ,There should be no utensils,"The dish is shown served on a weird background, This is not even the dish to start with ",This image looks disturbing,Very familiar,Does not look like the dish,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
South Africa,1,817 : Nama ya hlogo,Dalle3,3.0,Yes,"Very familiar, I eat this dish regularly",No,,1.0,,,I can't even explain what's in the plate ,,,,,Very familiar,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South Africa,1,825 : Ting ya mabele,Dalle3,3.0,Yes,"Somewhat familiar, I looked it up or asked someone",No,,1.0,,,Looks like drawing of a plate,,,,,Somewhat familiar,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South Africa,1,827 : Mala mogodu,Dalle3,3.0,Yes,"Very familiar, I eat this dish regularly",No,,1.0,,,Looks like a drawing ,,,,,Very familiar,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South Africa,1,847 : Ditloo,Dalle3,3.0,Yes,"Very familiar, I eat this dish regularly",No,,2.0,,,Only maize 🌽 looks like food. The rest also look like traditional beads 📿 ,,,,,Very familiar,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South Africa,1,873 : Diphaphatha,Dalle3,3.0,Yes,"Very familiar, I eat this dish regularly",Yes,Yes,4.0,"Very close, it looks real–the image looks exactly like the dish_name",,,The dish is shown served in a way that I’m used to,There should be no utensils,The dish is shown served in a setting that I would expect,Looks fine ,Very familiar,Looks exactly like the dish,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
South Africa,1,874 : Pap,Dalle3,3.0,Yes,"Very familiar, I eat this dish regularly",Yes,Yes,3.0,"Very close, it looks real–the image looks exactly like the dish_name",It looks like pap but a too soft one,,The image sort of looks like the {dish_name} but it’s not quite right,There should be no utensils,The dish is OK but looks more like soft porridge , OK but looks more like soft porridge,Very familiar,Looks exactly like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South Africa,1,874 : Phuthu,Dalle3,3.0,No,"Somewhat familiar, I looked it up or asked someone",Yes,No,3.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,Does not look like phuthu. Phuthu does not have a lot of stuff in a plate. ,,"Not phuthu. Even if there's small one, what's in a plate is disturbing the nature of phuthu. ",The utensils are incorrect,The dish is shown served in a setting that I would not expect,This image looks disturbing,Somewhat familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
South Africa,1,875 : Mashonzha,Dalle3,3.0,Yes,"Very familiar, I eat this dish regularly",Yes,No,2.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,That doesn't look like mashotsa but small beans ,,Not even the dish name at all ,There should be no utensils,The dish is shown served on a weird background,This image looks disturbing,Very familiar,Does not look like the dish,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
South Africa,1,876 : 3 bean salad,Dalle3,3.0,Yes,"Somewhat familiar, I looked it up or asked someone",Yes,Yes,4.0,This is the dish but there are some components added that should not be there,I'm not sure if the onions and that bread should be there or it's just decoration ,,The dish is shown served in a way that I’m used to,There should be utensils,The dish is shown served in a setting that I would expect,This image looks disturbing,Somewhat familiar,"Resembles the dish, but has unexpected components",Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
South Africa,1,95: Sphatlo,Dalle3,3.0,Yes,"Very familiar, I eat this dish regularly",Yes,Yes,5.0,"Very close, it looks real–the image looks exactly like the dish_name",,,The dish is shown served in a way that I’m used to,There should be no utensils,The dish is shown served in a setting that I would expect,Looks fine but more like burger 🍔 ,Very familiar,Looks exactly like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South Africa,2,116 : Biltong,Dalle3,3.0,Yes,"Very familiar, I eat this dish regularly",Yes,Yes,5.0,"Very close, it looks real–the image looks exactly like the dish_name",,,The dish is shown served in a way that I’m used to,There should be no utensils,"The dish is shown served in a setting that I would expect, The dish is in an outdoor setting, The dish is in an indoor setting",,Very familiar,Looks exactly like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South Africa,2,874 : Pap,Dalle3,3.0,Yes,"Very familiar, I eat this dish regularly",Yes,Yes,5.0,"Very close, it looks real–the image looks exactly like the dish_name",,,The dish is shown served in a way that I’m used to,The utensils are correct,"The dish is shown served in a setting that I would expect, The dish is in an outdoor setting, The dish is in an indoor setting",,Very familiar,Looks exactly like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South Africa,2,874 : Phuthu,Dalle3,3.0,Yes,"Very familiar, I eat this dish regularly",Yes,Yes,5.0,"Very close, it looks real–the image looks exactly like the dish_name",,,The dish is shown served in a way that I’m used to,The utensils are correct,"The dish is shown served in a setting that I would expect, The dish is in an outdoor setting, The dish is in an indoor setting",,Very familiar,Looks exactly like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South Africa,2,875 : Mashonzha,Dalle3,3.0,Yes,"Very familiar, I eat this dish regularly",No,,2.0,,,There is an image but it does not resemble the correct food.,,,,,Very familiar,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South Africa,2,876 : 3 bean salad,Dalle3,3.0,Yes,"Very familiar, I eat this dish regularly",Yes,Yes,5.0,"Very close, it looks real–the image looks exactly like the dish_name",,,The dish is shown served in a way that I’m used to,The utensils are correct,"The dish is shown served in a setting that I would expect, The dish is in an outdoor setting, The dish is in an indoor setting",,Very familiar,Looks exactly like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South Africa,2,120 : Cape Malay Curry,Dalle3,3.0,Yes,"Very familiar, I eat this dish regularly",Yes,Yes,5.0,"Very close, it looks real–the image looks exactly like the dish_name",,,The dish is shown served in a way that I’m used to,"The utensils are correct, There should be utensils","The dish is shown served in a setting that I would expect, The dish is in an indoor setting",,Very familiar,Looks exactly like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
