id,local_name,country_gt,seed,describe,language,country,region,culture,time_of_day,type_of_dish,utensils,drink,ingredients,occasions
858,Khobz el Dar,Algeria,0,"Delighted to share my knowledge about Khobz el Dar!

Khobz el Dar, also known as Khoubz el Dar or simply Khobz, is a traditional Algerian bread that originates from Algeria, a country in North Africa. The name ""Khobz el Dar"" literally translates to ""house bread"" in Arabic, which reflects its significance as a staple bread in many Algerian households.

Khobz el Dar is a crusty, ring-shaped bread made from wheat flour, water, yeast, salt, and sometimes olive oil. The dough is typically mixed and kneaded by hand, then shaped into a circular ring and allowed to rise before being baked in a wood-fired oven or a conventional oven.

The resulting bread is crispy on the outside, soft on the inside, and has a slightly sweet, earthy flavor. The crust is often golden brown, with a characteristic sprinkle of sesame seeds or anise seeds on top.

Khobz el Dar is an integral part of Algerian cuisine and is often served with meals, such as tagines, stews, or salads. It's also commonly used to scoop up sauces, dips, or olive oil, and is sometimes served with cheese, olives, or meat as a snack or appetizer.

This traditional bread is deeply embedded in Algerian culture, and its preparation and baking are often a family affair, with recipes and techniques passed down through generations.",Arabic,Morocco,Morocco,Moroccan,"[""breakfast"", ""snack"", ""anytime""]","[""Main dish - stand alone (e.g. one pot meal)""]","[""Right Hand""]","{""answer"": ""Yes"", ""details"": ""Traditionally, Khobz el Dar is often accompanied by a hot cup of Atay (Algerian mint tea) in Algeria.""}","['Wheat flour', 'Water', 'Salt', 'Sugar', 'Yeast', 'Olive oil', 'Anise seeds', 'Sesame seeds', 'Nigella seeds', 'Fennel seeds']","{""answer"": [""Religious holiday"", ""National holiday"", ""Family gathering""], ""details"": ""Khobz el Dar is a traditional Algerian bread that is often served on special occasions such as Eid al-Fitr, Eid al-Adha, and Algerian Independence Day. It's also commonly served at family gatherings and celebrations.""}"
857,Dersa,Algeria,0,"Dersa! I'm delighted to share some knowledge about this traditional Algerian dish.

Dersa is a popular Algerian dish, particularly in the northern regions, including Algiers and Oran. It is a flavorful stew-like dish made with a combination of ingredients, including meat, vegetables, and spices.

The traditional recipe typically consists of small pieces of lamb or beef, cooked in a rich tomato-based sauce with a blend of aromatic spices, including cumin, coriander, garlic, and paprika. The meat is usually browned before adding the sauce, which is then simmered for about an hour to infuse the flavors.

Onions, bell peppers, and sometimes potatoes are commonly added to the pot, making the dish hearty and filling. Some variations might include other ingredients like chickpeas or zucchini, depending on personal preferences or regional traditions.

Dersa is often served over a bed of couscous, which is a staple carbohydrate in North African cuisine. The dish is usually garnished with chopped fresh parsley, cilantro, or scallions, adding a pop of color and freshness.

Dersa is a comforting, satisfying meal that's often enjoyed during family gatherings, celebrations, or special occasions in Algeria. Its flavors are a blend of Mediterranean and North African influences, reflecting the country's rich cultural heritage.

Would you like to know more about the cultural significance of Dersa or its variations in different Algerian regions?",Amharic.,Ethiopia.,Ethiopia.,Ethiopian,"[""breakfast"", ""snack""]","[""Main dish - stand alone (e.g. one pot meal)"", ""Side dish""]","[""Right Hand"", ""Fingers""]","{""answer"": ""Yes"", ""details"": ""In Algeria, Dersa is often served with a hot cup of Atay, a traditional green tea, to balance its rich flavor.""}","['lamb or beef', 'onions', 'garlic', 'tomatoes', 'olive oil', 'paprika', 'cumin', 'coriander', 'salt', 'black pepper']","{""answer"": [""Religious holiday"", ""Family gathering""], ""details"": ""Dersa is often served during special occasions such as Eid al-Fitr and Eid al-Adha, and is also commonly found at family gatherings and celebrations.""}"
856,Chtitha Batata,Algeria,0,"`Chtitha Batata` is a traditional Algerian dish that consists of a flavorful stew made with potatoes (`Batata` in Arabic) as the main ingredient. In Algerian Arabic, `Chtitha` roughly translates to ""stir-fry"" or ""sauté"". 

This hearty stew typically combines diced potatoes with a blend of aromatic spices, onions, garlic, and sometimes meat (usually beef or lamb). The potatoes are slow-cooked in a rich tomato-based sauce, which gives the dish its signature flavor and thick, saucy consistency.

`Chtitha Batata` is often served with a side of crusty bread or over a bed of couscous, making it a filling and satisfying meal. It's a popular comfort food in Algeria, particularly during the winter months when a warm, comforting stew is just what's needed to warm the soul.",Arabic.,Algeria,Maghreb.,Algerian,"[""lunch"", ""dinner""]","[""Main dish - stand alone (e.g. one pot meal)"", ""Side dish""]",['Right Hand'],"{""answer"": ""Yes"", ""details"": ""Traditionally, Algerians often pair Chtitha Batata with a glass of mint tea, Atay, which is an integral part of the country's hospitality culture.""}","['potatoes', 'lamb or beef', 'onions', 'garlic', 'tomatoes', 'peppers', 'cumin', 'paprika', 'olive oil', 'salt and black pepper']","{""answer"": [""Wedding"", ""Religious holiday"", ""Family gathering""], ""details"": ""Chtitha Batata is a traditional Algerian dish, and it's often served on special occasions that bring families and friends together, such as weddings, religious holidays, and family gatherings.""}"
854,chorba beidha,Algeria,0,"Chorba beidha! It's a traditional Algerian soup that's widely popular in Algeria and other parts of North Africa. The name ""chorba"" means ""soup"" in Arabic, and ""beidha"" translates to ""white"" in Arabic, which refers to the color of the soup.

Chorba beidha is a rich, flavorful, and comforting soup made with a mixture of ingredients, including chicken or beef broth, onions, garlic, tomatoes, and a type of small, white pasta called ""mrouzia"" or ""broken pasta."" The soup is often served with small, crusty bread or over a bed of rice.

What sets chorba beidha apart is its creamy texture, which comes from the addition of milk or cream towards the end of cooking. This gives the soup a velvety smoothness and a subtle sweetness. The flavor profile is a perfect balance of savory, slightly sweet, and aromatic, thanks to the presence of spices like cumin, coriander, and turmeric.

In Algeria, chorba beidha is often served as a main course or a comforting, nourishing meal, especially during special occasions and celebrations. It's a beloved national dish that brings people together, and its aroma and flavors evoke a sense of warmth and hospitality.",Arabic.,Tunisia,North Africa.,Algerian.,"[""breakfast"", ""dinner""]","[""Main dish - stand alone (e.g. one pot meal)"", ""Soup""]","[""Right Hand"", ""Fingers""]","{""answer"": ""Yes"", ""details"": ""In Algeria, chorba beidha is often served with a cup of green tea, which is a traditional and popular beverage in the country.""}","['onions', 'garlic', 'lamb or beef broth', 'tomatoes', 'white beans', 'vermicelli pasta', 'vegetable oil', 'salt', 'black pepper', 'cumin']","{""answer"": [""Religious holiday"", ""Family gathering""], ""details"": ""Chorba beidha is a traditional Algerian dish often served during special occasions such as Eid al-Fitr, Eid al-Adha, and other family gatherings.""}"
689,Dolma qarnoun,Algeria,0,"`Dolma qarnoun`! This traditional Algerian dish is a delightful culinary delight. `Dolma qarnoun`, which translates to ""stuffed lamb's neck,"" is a popular dish originating from the eastern region of Algeria, particularly in the city of Constantine.

`Dolma qarnoun` is a mouthwatering dish consisting of a lamb's neck (qarnoun) stuffed with a flavorful mixture of ingredients. The lamb's neck is carefully cleaned and prepared, then filled with a blend of sautéed onions, garlic, parsley, coriander, and spices, mixed with a combination of cooked meat (typically beef or lamb), rice, and sometimes raisins and pine nuts.

The stuffed lamb's neck is then slow-cooked in a flavorful broth, often accompanied by potatoes, carrots, and sometimes zucchini or other vegetables. The result is a tender, flavorful, and aromatic dish that is both comforting and satisfying. The combination of the fall-off-the-bone lamb, infused with the aromatic spices and herbs, creates a truly unforgettable culinary experience.

In Algeria, `Dolma qarnoun` is often served on special occasions, such as weddings, Eid celebrations, and other family gatherings. It's a dish that brings people together, and its rich flavors and aromas evoke a sense of warmth, comfort, and community.

If you ever find yourself in Algeria, be sure to try this beloved dish, and savor the rich flavors and traditions that come with it!",Arabic,Iraq,Levant.,Lebanese,"[""lunch"", ""dinner""]","[""Main dish - eaten with sides"", ""Side dish""]","[""Right Hand""]","{""answer"": ""Yes"", ""details"": ""In Algeria, Dolma qarnoun is often served with a traditional mint tea, known as 'Atay', which helps to balance the flavors and refresh the palate.""}","['Stuffed cabbage leaves', 'Ground meat (beef or lamb)', 'Onions', 'Tomatoes', 'Rice', 'Paprika', 'Cumin', 'Garlic', 'Salt', 'Black pepper']","{""answer"": [""Religious holiday"", ""Family gathering"", ""Wedding""], ""details"": ""Dolma qarnoun, also known as dolma or stuffed grape leaves, is a traditional Algerian dish often served on special occasions such as religious holidays, family gatherings, and weddings.""}"
688,3rayech,Algeria,0,"`3rayech` (also known as B'stilla or Bisteeya) is a traditional Algerian savory pie! It's a staple dish in Algerian cuisine, especially during special occasions and celebrations.

`3rayech` typically consists of a flaky pastry crust filled with a rich mixture of meat, onions, and spices. The filling usually contains a combination of ground meat (beef, lamb, or chicken), chopped onions, garlic, ginger, cumin, coriander, paprika, and salt. Some recipes might also include eggs, parsley, and cilantro for added flavor and texture.

The pastry crust is typically made with a mixture of flour, water, and oil, and is rolled out into thin layers before being filled with the meat mixture and sealed. The pie is then baked in the oven until the crust is golden brown and crispy, and the filling is hot and aromatic.

`3rayech` is often served as an appetizer or main course, accompanied by a side of salad, vegetables, or bread. It's a beloved dish in Algerian culture, often served at weddings, festivals, and other celebrations. Its unique blend of flavors and aromas has made it a favorite among locals and visitors alike!",Arabic,Tunisia,North Africa,Tunisian.,"[""breakfast"", ""snack""]","[""Main dish - stand alone (e.g. one pot meal)"", ""Main dish - eaten with sides""]","[""Right Hand"", ""Fingers""]","{""answer"": ""Yes"", ""details"": ""In Algeria, it's common to serve 3rayech with a traditional mint tea, also known as 'Atay'.""}","['semolina flour', 'water', 'salt', 'yeast', 'olive oil', 'anise seeds', 'sesame seeds', 'fennel seeds', 'black pepper', 'garlic']","{""answer"": [""Religious holiday"", ""National holiday"", ""Family gathering""], ""details"": ""3rayech is often served at special gatherings and celebrations in Algeria, particularly during religious holidays, national holidays, and family gatherings, where it's shared with loved ones and enjoyed together""}"
603,halwat el lambout,Algeria,0,"`Halwat el lambout`! This traditional Algerian sweet treat is a delightful pastry delight. `Halwat el lambout`, which translates to ""sweetness of the lambs,"" is a popular Algerian dessert originating from the city of Tlemcen.

`Halwat el lambout` is a type of semolina cake, typically baked in large, round trays. The cake is made with fine semolina flour, sugar, eggs, and ghee or butter, giving it a rich, sweet flavor. The mixture is then poured into a greased tray and baked until golden brown.

The dessert gets its characteristic texture and flavor from the addition of almonds, which are traditionally chopped and sprinkled on top of the cake before baking. This adds a delightful crunch and a hint of nuttiness to the sweet, flaky pastry.

When served, `halwat el lambout` is usually cut into diamond-shaped pieces or broken into chunks, making it easy to share with family and friends. This sweet treat is often enjoyed with a warm cup of tea or coffee, especially during special occasions like weddings, Eid celebrations, or other festive events.

In Algeria, `halwat el lambout` is a beloved dessert that brings people together, and its sweet, comforting aroma is often associated with warmth, hospitality, and joy.",Arabic.,Lebanon,Lebanon.,Lebanese.,"[""breakfast"", ""snack""]","[""Main dish - stand alone (e.g. one pot meal)"", ""Main dish - eaten with sides""]","[""Right Hand"", ""Fingers""]","{""answer"": ""Yes"", ""details"": ""Traditionally, Algerians often enjoy halwat el lambout with a Cup of Atay (Algerian tea), which is an integral part of Algerian hospitality and social gatherings.""}","['semolina flour', 'ghee or butter', 'milk', 'sugar', 'rose water', 'orange blossom water', 'ground almonds', 'pistachios', 'coconut flakes', 'cardamom powder']","{""answer"": [""Religious holiday"", ""Family gathering""], ""details"": ""Halwat el lambout is a traditional Algerian dessert often served during special occasions, particularly during religious holidays such as Eid al-Fitr and Eid al-Adha, as well as family gatherings and celebrations.""}"
601,chtitha lhem,Algeria,0,"Chtitha Lhem! I'm delighted to share my knowledge about this traditional Algerian dish.

Chtitha Lhem (also spelled Ch'titha L'ham or Chitha L'ham) is a classic Algerian stew originating from the north African country of Algeria. The name ""Chtitha Lhem"" roughly translates to ""meat stew"" or ""stew with meat"" in Arabic.

This hearty, slow-cooked stew is typically made with tender pieces of lamb or beef, cooked in a rich, flavorful broth flavored with a blend of aromatic spices, including cumin, coriander, cinnamon, and turmeric. The meat is usually browned before being simmered in the flavorful broth, which is often thickened with a roux made from flour and butter.

The dish is often served with crusty bread, couscous, or over rice, allowing the flavorful sauce to be soaked up. Some variations of Chtitha Lhem may include additional ingredients like onions, garlic, chickpeas, or vegetables like carrots and potatoes.

Chtitha Lhem is a comforting, comforting staple in Algerian cuisine, often served on special occasions or as a comforting, everyday meal. Its rich flavors and aromas have earned it a special place in the hearts (and stomachs) of Algerians and food enthusiasts alike.",Berber.,Algeria,Maghreb.,Algerian,"[""dinner"", ""special occasions""]","[""Main dish - stand alone (e.g. one pot meal)"", ""Main dish - eaten with sides""]","[""Right Hand"", ""Fingers""]","{""answer"": ""Yes"", ""details"": ""Traditionally, Algerians often pair chtitha lhem with a glass of mint tea, which helps to balance the rich flavors of the dish.""}","['lamb meat', 'onions', 'garlic', 'tomatoes', 'olive oil', 'paprika', 'cumin', 'coriander', 'salt', 'black pepper']","{""answer"": [""Religious holiday"", ""Family gathering""], ""details"": ""Ch'titha lhem is a traditional Algerian dish often served during special occasions such as Eid al-Fitr and Eid al-Adha, as well as during family gatherings and celebrations.""}"
551,kheshkhash,Algeria,0,"`Kheshkhash` is a traditional Algerian dish! From what I know, `kheshkhash` is a sweet, rich, and flavorful pastry dessert originating from Algeria. It typically consists of layers of flaky phyllo dough, similar to baklava, filled with a sweet and crunchy mixture of chopped almonds, sugar, and rose water.

The phyllo layers are carefully rolled and shaped into cylindrical or oval forms, creating a visually appealing presentation. The pastry is then baked until golden brown, giving the `kheshkhash` a crispy exterior and a sweet, nutty aroma.

In Algeria, `kheshkhash` is often served at special occasions like weddings, Eid celebrations, and other festive gatherings. It's a beloved dessert that's both visually stunning and deliciously flavorful, often accompanied by a warm cup of mint tea or coffee.",Persian.,Tunisia,Middle East.,Tunisian,"[""dinner"", ""snack"", ""anytime""]","[""Main dish - stand alone (e.g. one pot meal)"", ""Main dish - eaten with sides""]","[""Right Hand"", ""Fingers""]","{""answer"": ""Yes"", ""details"": ""Traditionally, kheshkhash is often served with a glass of mint tea, which is a staple beverage in Algerian culture.""}","['almonds', 'pistachios', 'hazelnuts', 'dried fruits', 'honey', 'rose water', 'orange blossom water', 'semolina flour', 'milk', 'sugar']","{""answer"": [""Religious holiday"", ""Family gathering""], ""details"": ""Kheshkhash is often served during special occasions such as Eid al-Fitr and Eid al-Adha, and is also commonly served at family gatherings and celebrations.""}"
484,Khfaf/ sfenj,Algeria,0,"Delighted to share my knowledge about Khfaf/Sfenj!

Khfaf, also known as Sfenj, is a traditional Algerian doughnut-like pastry that is extremely popular in Algeria and other parts of North Africa. Here's a brief description of this delicious treat:

**Appearance:** Khfaf/Sfenj are usually spherical or oval in shape, typically around 5-7 cm in diameter. They have a soft, fluffy interior and a golden-brown, slightly crispy exterior.

**Ingredients:** The dough is typically made from flour, yeast, sugar, eggs, and water. The ingredients are mixed and kneaded to form a smooth, elastic dough, which is then allowed to rest and rise.

**Cooking method:** The dough balls are deep-fried in hot oil until they're golden brown, giving them a crispy exterior and a light, airy interior.

**Taste and texture:** Khfaf/Sfenj are incredibly light and airy, with a subtle sweetness. When you take a bite, the outside crunch gives way to a soft, fluffy interior that's slightly sweet and slightly salty.

**Traditional consumption:** In Algeria, Khfaf/Sfenj are often enjoyed as a snack or dessert, typically accompanied by a cup of coffee or tea. They're also commonly served during special occasions and celebrations, such as weddings and festivals.

**Variations:** Some variations of Khfaf/Sfenj may be coated with powdered sugar or cinnamon, while others might be filled with sweet fillings like dates, nuts, or chocolate chips.

Overall, Khfaf/Sfenj are a beloved treat in Algerian cuisine, and their popularity has spread to other parts of North Africa and beyond!",Arabic,Morocco,Maghreb.,Moroccan,"[""breakfast"", ""snack""]","[""Main dish - stand alone (e.g. one pot meal)"", ""Main dish - eaten with sides""]","[""Right Hand"", ""Fingers""]","{""answer"": ""Yes"", ""details"": ""Traditionally, Algerians enjoy Khfaf/Sfenj with a cup of hot mint tea, known as 'Atay'.""}","['Flour', 'Yeast', 'Salt', 'Sugar', 'Vegetable oil', 'Eggs', 'Warm water', 'Active dry yeast', 'Baking powder', 'Anise seeds']","{""answer"": [""Religious holiday"", ""Family gathering""], ""details"": ""Khfaf/sfenj is often consumed during special occasions like Eid al-Fitr and Eid al-Adha, which are significant religious holidays in Algeria. It is also commonly served at family gatherings and social events.""}"
466,Bniwen,Algeria,0,"I'm excited to share my knowledge about Bniwen, a traditional Algerian dish!

Bniwen (بنوين) is a popular Algerian stew originating from the northern regions of Algeria, particularly in the Kabylie and Kabylia regions. The name ""Bniwen"" is derived from the Berber language, meaning ""daughters' stew"" or ""girls' stew.""

This hearty, flavorful dish is typically prepared with a combination of slow-cooked meats, usually lamb or beef, along with a variety of vegetables such as onions, garlic, tomatoes, potatoes, and sometimes eggplant. The stew is flavored with a blend of aromatic spices, including cumin, coriander, cinnamon, and paprika, which give it a distinctive, slightly sweet and smoky taste.

The cooking process for Bniwen is quite unique. The meat and vegetables are first cooked separately before being combined in a clay pot, traditionally cooked over a low flame or in a wood-fired oven. This slow-cooking process allows the flavors to meld together, resulting in a rich, comforting stew.

Bniwen is often served with crusty bread or couscous, the traditional North African staple, and is typically enjoyed on special occasions, such as weddings, festivals, and family gatherings. This beloved dish is an integral part of Algerian culinary heritage, symbolizing warmth, hospitality, and community.

Have you had the pleasure of trying Bniwen, or would you like to know more about its cultural significance?",Welsh.,Wales.,Northumbria.,Welsh.,"[""lunch"", ""dinner""]","[""Main dish - eaten with sides"", ""Side dish""]","[""Right Hand"", ""Fingers""]","{""answer"": ""Yes"", ""details"": ""In Algeria, it's common to pair Bniwen with a traditional mint tea, which helps to balance the spicy flavors of the dish.""}","['Chickpeas', 'Onions', 'Garlic', 'Cumin', 'Coriander', 'Paprika', 'Cayenne pepper', 'Tomatoes', 'Olive oil', 'Salt']","{""answer"": [""Wedding"", ""Family gathering""], ""details"": ""Bniwen is a traditional Algerian dish often served at weddings and family gatherings, where it's shared among relatives and friends as a symbol of unity and celebration.""}"
465,halwat tabe3,Algeria,0,"Delighted to share some information about `halwat tabe3` from Algeria!

`Halwat tabe3` (also spelled ""Halouat Tabe3"" or ""Halwat Tabay"") is a traditional Algerian dessert that literally translates to ""sweet home-made cookies"" in Arabic. It's a beloved sweet treat in Algerian cuisine, often served during special occasions and celebrations.

`Halwat tabe3` is a type of shortbread-like cookie that is typically baked twice to achieve a crunchy exterior and a soft, chewy interior. The dough is usually made with flour, butter, sugar, eggs, and milk, which gives the cookies a rich, tender texture. The cookies are often flavored with vanilla, orange blossom water, or rose water, adding a delicate, aromatic taste.

These sweet treats are usually shaped into small, irregular balls or oval shapes and are often decorated with a sprinkle of powdered sugar on top. The texture is crunchy on the outside and soft within, making them a delightful snack or dessert.

In Algeria, `halwat tabe3` is often served with a cup of coffee or tea, and they're a staple at family gatherings, weddings, and other celebrations. They're also a popular treat during Ramadan, the Islamic holy month of fasting.

Overall, `halwat tabe3` is a delicious and beloved Algerian dessert that's steeped in tradition and cultural heritage.",Arabic.,Egypt,Lebanon.,Lebanese,"[""breakfast"", ""snack"", ""anytime""]","[""Dessert""]","[""Right Hand"", ""Fingers""]","{""answer"": ""Yes"", ""details"": ""Traditionally, Algerians often enjoy halwat tabe3 with a warm cup of atay (atay sha3bi), a strong and sweet green tea, which helps to balance the sweetness of the dessert.""}","['Semolina flour', 'ghee', 'milk', 'sugar', 'rose water', 'orange blossom water', 'pistachios', 'almonds', 'coconut flakes', 'cardamom']","{""answer"": [""Religious holiday"", ""National holiday"", ""Family gathering""], ""details"": ""Halwat tabe3, also known as halva, is a traditional Algerian sweet pastry typically served on special occasions such as Eid al-Fitr, Eid al-Adha, and other Islamic holidays. It is also commonly served during national holidays like Algerian Independence Day and family gatherings.""}"
413,Mardoud,Algeria,0,"Mardoud! It's a traditional Algerian dish, and I'm excited to share what I know about it.

Mardoud (مردود) is a popular Algerian dish originating from the Kabyle region. It's a hearty, flavorful stew made with lamb or beef, typically slow-cooked in a rich, aromatic broth. The name ""Mardoud"" comes from the Berber language, meaning ""rolled"" or ""wrapped,"" which refers to the way the meat is traditionally prepared.

The dish typically consists of thinly sliced meat (usually lamb or beef) that's rolled into small cylinders, often with a mixture of onions, garlic, and spices inside. These rolled meat pieces are then slow-cooked in a flavorful broth, which may include ingredients like olive oil, tomatoes, parsley, cumin, coriander, and paprika.

The resulting stew is tender, juicy, and incredibly flavorful, with the rolled meat pieces infused with the rich, aromatic flavors of the broth. Mardoud is often served with crusty bread or over couscous, making it a satisfying and filling meal.

In Algeria, Mardoud is often served on special occasions, such as weddings and holidays, and is considered a comforting, home-cooked dish that brings people together.",Arabic,Lebanon,Levant.,Levantine,"[""lunch"", ""dinner""]","[""Main dish - eaten with sides"", ""Main dish - stand alone (e.g. one pot meal)""]","[""Right Hand"", ""Fingers""]","{""answer"": ""Yes"", ""details"": ""Traditionally, Mardoud is served with a cup of Atay, a sweet green tea, which helps to balance the spicy flavors of the dish.""}","['lamb meat', 'onions', 'garlic', 'coriander', 'cumin', 'paprika', 'cayenne pepper', 'salt', 'black pepper', 'olive oil']","{""answer"": [""Religious holiday"", ""Wedding"", ""Family gathering""], ""details"": ""Mardoud is a traditional Algerian dish that holds significant cultural importance, often served during joyous and celebratory occasions.""}"
